index,ID,date,Price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,dist_to_center
8430,142000165,2014-05-07,749950.0,4,2.75,2600,6050,2.0,0,0,5,8,1960,640,1949,0,98116,47.5656,-122.4,1990,6050,7.114755577461424
8431,6145600410,2014-07-11,290000.0,2,1.0,840,3844,1.0,0,0,4,6,840,0,1919,0,98133,47.7048,-122.347,1040,3844,9.765989841851344
8433,1721801010,2014-09-03,225000.0,3,1.0,1790,6120,1.0,0,0,3,6,1790,0,1937,1964,98146,47.508,-122.337,830,6120,12.130535345941118
8434,1721801010,2015-04-24,302100.0,3,1.0,1790,6120,1.0,0,0,3,6,1790,0,1937,1964,98146,47.508,-122.337,830,6120,12.130535345941118
8435,5101404491,2015-02-12,520000.0,2,1.0,1340,6380,1.0,0,0,3,7,890,450,1939,0,98115,47.697,-122.313,1380,6380,9.18391538716632
8436,326049111,2014-06-26,285000.0,2,1.0,1010,7200,1.0,0,0,3,7,1010,0,1975,0,98155,47.7651,-122.291,1890,9248,16.930001237491123
8439,6632300230,2014-10-06,377500.0,3,2.0,1370,7200,1.0,0,0,3,7,1130,240,1926,1955,98125,47.7329,-122.308,1300,7208,13.158400073645922
8440,9324800650,2015-04-27,587450.0,3,2.25,2190,8775,1.5,0,1,4,8,2190,0,1927,0,98125,47.7303,-122.287,1910,8145,13.289402034850005
8452,1109000040,2014-05-28,315000.0,3,2.0,1300,3731,1.0,0,0,3,7,900,400,1993,0,98118,47.5374,-122.27,1300,3731,10.428446249268047
8453,9358001590,2015-03-03,340000.0,5,1.0,1880,3774,1.5,0,0,3,6,1360,520,1917,0,98126,47.566,-122.37,1420,2550,6.009339377196932
8455,4343800100,2014-10-21,315000.0,3,1.75,1680,7250,1.0,0,0,3,7,930,750,1952,0,98133,47.7201,-122.35,1340,7250,11.474077255707112
8457,1062100085,2014-11-13,350000.0,2,1.0,940,5000,1.0,0,0,3,7,940,0,1950,0,98155,47.7518,-122.279,1800,7400,15.747282641531685
8458,6821101827,2014-11-05,340000.0,2,1.75,1010,1461,1.0,0,0,3,7,670,340,2003,0,98199,47.6515,-122.4,1500,2499,5.7124731270765405
8461,4006000401,2014-08-11,140000.0,2,1.0,900,6400,1.0,0,0,2,6,900,0,1940,0,98118,47.5287,-122.281,1350,6405,10.881157770527588
8464,7955000210,2014-07-09,306000.0,3,1.0,1450,7200,1.0,0,0,3,7,1010,440,1969,0,98034,47.7311,-122.199,1500,6767,16.673962648672568
8465,7568700175,2014-06-04,324950.0,3,1.0,1210,7440,1.0,0,0,3,7,1210,0,1949,0,98155,47.7402,-122.323,1120,7440,13.784545730855658
8471,714000315,2015-04-14,515000.0,3,2.75,1710,9448,1.0,0,0,3,7,1010,700,1947,0,98105,47.6693,-122.267,1960,8951,8.164945946059877
8472,263000040,2014-10-01,452000.0,3,2.5,1530,5032,2.0,0,0,3,7,1530,0,1998,0,98103,47.6985,-122.349,1450,2136,9.07129186237024
8473,1721801161,2014-10-30,236000.0,4,2.5,1630,3060,2.0,0,0,3,7,1630,0,2003,0,98146,47.5072,-122.336,1270,4590,12.22264756104165
8480,3034200666,2014-11-07,808100.0,4,3.25,3020,13457,1.0,0,0,5,9,3020,0,1956,0,98133,47.7174,-122.336,2120,7553,11.17768240037604
8483,3491300082,2015-01-27,799990.0,4,3.5,2540,5808,2.0,0,0,5,8,1820,720,1910,1986,98117,47.6857,-122.376,1520,5461,8.017065404816636
8489,8815400165,2015-03-03,674000.0,5,1.75,2110,5000,1.5,0,0,4,7,1250,860,1946,0,98115,47.6745,-122.287,1720,5000,7.6676430736453
8492,2744600040,2014-06-14,330000.0,3,1.75,1430,8865,1.0,0,0,3,7,1430,0,1950,0,98125,47.7331,-122.299,1250,8154,13.332437232810395
8494,7305300090,2014-11-06,338000.0,4,1.75,1530,8152,1.0,0,0,5,6,910,620,1948,0,98155,47.7557,-122.328,1310,8152,15.465929765466598
8495,7452500730,2015-04-24,264950.0,2,1.0,1000,6000,1.0,0,0,3,6,1000,0,1951,0,98126,47.5208,-122.372,1250,6000,10.908917474044472
8497,3438503426,2015-04-06,209500.0,3,1.5,970,5488,1.0,0,0,3,7,970,0,1976,0,98106,47.5366,-122.359,1040,5488,9.015756867396153
8501,4019300155,2014-08-21,911100.0,4,3.25,3330,33826,2.0,0,0,5,8,3330,0,1924,0,98155,47.7596,-122.275,2580,28707,16.664532127630565
8502,4364700165,2014-11-24,249900.0,2,1.0,560,7560,1.0,0,0,3,6,560,0,1944,0,98126,47.5271,-122.375,990,7560,10.27228265556796
8504,7987401095,2014-11-13,549950.0,3,2.5,2380,2500,3.0,0,3,3,9,2380,0,1988,0,98126,47.5734,-122.375,2270,5000,5.393109993527306
8508,7400062,2014-05-21,299800.0,2,1.0,790,5240,1.0,0,0,4,6,790,0,1925,0,98118,47.5303,-122.288,1430,5320,10.501806526425163
8512,6821100246,2014-09-03,415000.0,2,1.0,880,3200,1.0,0,0,3,7,880,0,1910,1970,98199,47.6575,-122.402,1880,6000,6.283685733119509
8515,2123700100,2014-12-02,353000.0,5,2.75,2130,5000,1.0,0,0,5,7,1100,1030,1978,0,98118,47.5271,-122.274,1340,6837,11.27503297842582
8519,6668900155,2014-08-20,225000.0,2,1.0,1170,7142,1.0,0,0,3,7,1170,0,1951,0,98155,47.7497,-122.313,1170,7615,14.930819153253758
8520,8132700150,2014-05-03,553000.0,2,1.0,900,5000,1.0,0,0,3,7,900,0,1944,0,98117,47.6883,-122.395,1280,5000,8.816267027268088
8522,3331001910,2014-08-18,312000.0,2,1.0,1170,5150,1.0,0,0,3,6,980,190,1907,0,98118,47.5503,-122.283,1660,5150,8.695319847233126
8525,2026059119,2014-08-25,453000.0,3,2.0,1430,9583,1.0,0,0,4,7,1430,0,1964,0,98034,47.7206,-122.197,1890,11100,15.90742167648843
8526,3330501120,2015-03-25,320000.0,3,1.0,960,6180,1.0,0,0,4,6,960,0,1910,0,98118,47.5518,-122.279,1250,4120,8.716331865490796
8527,1250202324,2015-01-22,610000.0,4,2.75,2640,8400,1.0,0,2,3,8,1440,1200,1947,0,98144,47.5882,-122.29,2610,6000,5.133373918152386
8532,5101405604,2014-08-14,350000.0,1,1.0,900,6380,1.0,0,0,3,6,900,0,1947,0,98125,47.7019,-122.311,1830,6380,9.748883115634348
8533,5101405604,2015-04-28,395000.0,1,1.0,900,6380,1.0,0,0,3,6,900,0,1947,0,98125,47.7019,-122.311,1830,6380,9.748883115634348
8545,6852700476,2014-12-11,752000.0,4,1.5,1650,2970,1.5,0,0,3,7,1650,0,1903,0,98102,47.6233,-122.319,1670,2970,1.9656286046885545
8546,424049043,2014-08-11,450000.0,9,7.5,4050,6504,2.0,0,0,3,7,4050,0,1996,0,98144,47.5923,-122.301,1448,3866,4.20729901109992
8547,7646900360,2014-09-18,420000.0,3,1.0,1320,5500,1.0,0,0,3,7,1320,0,1955,0,98116,47.5705,-122.398,1480,5250,6.590756013414577
8549,3034200366,2014-12-03,409000.0,3,1.75,1440,9065,1.0,0,0,4,8,1440,0,1972,0,98133,47.7163,-122.333,1990,8812,11.069220035893
8552,3972900195,2014-09-16,315000.0,3,1.0,1390,8333,1.0,0,0,3,7,1390,0,1982,0,98155,47.7652,-122.31,1320,7090,16.668409073208565
8555,7981900110,2014-10-03,350000.0,4,2.75,2300,3175,1.5,0,0,3,6,1340,960,1966,0,98144,47.5732,-122.305,1260,3175,5.662310344251991
8557,5253300437,2015-03-19,442500.0,4,2.5,2400,7092,2.0,0,0,3,7,2400,0,1997,0,98133,47.7522,-122.338,2350,8310,15.038779705792969
8562,9376301520,2014-05-29,595000.0,3,2.0,1480,5000,1.0,0,0,4,7,750,730,1928,0,98117,47.6859,-122.37,1250,4000,7.913769032771426
8569,9550202730,2014-10-14,509250.0,2,1.5,1480,3120,1.0,0,0,3,7,930,550,1914,2007,98105,47.6684,-122.323,1000,3780,5.917866052278643
8571,225039177,2014-12-08,726500.0,4,2.5,2180,3893,2.0,0,0,3,8,2180,0,1999,0,98117,47.6886,-122.388,1710,4550,8.630568509373413
8577,434000040,2014-05-27,535000.0,2,1.0,1040,5527,1.0,0,0,3,7,1040,0,1951,0,98115,47.6774,-122.284,2080,7020,8.060523709469
8581,4027700456,2014-06-19,510000.0,4,2.5,2610,8031,2.0,0,0,3,8,2610,0,1998,0,98155,47.7717,-122.27,2320,8031,18.05977334583729
8584,2997800090,2015-04-06,575000.0,3,1.0,1220,5652,1.0,0,0,3,6,1220,0,1905,0,98116,47.5767,-122.408,1490,2467,6.593301719051144
8586,4055701110,2014-06-12,795000.0,3,2.0,2420,17859,1.0,0,1,5,9,1500,920,1979,0,98034,47.7074,-122.246,2955,17859,12.424040772360057
8589,7284900405,2014-07-14,775000.0,4,2.5,2880,8400,2.0,0,4,3,8,2050,830,1955,1987,98177,47.7704,-122.386,2880,7440,17.35086268932836
8590,3937900120,2014-10-06,400000.0,4,3.0,1810,5012,2.0,0,0,4,7,1810,0,1997,0,98108,47.5691,-122.292,1670,5161,6.57963880712072
8595,6303401395,2015-02-19,245000.0,2,1.75,1220,8382,1.0,0,0,3,6,1220,0,1942,0,98146,47.5033,-122.359,1100,8382,12.696666857881098
8596,8822901301,2014-09-08,281000.0,3,1.5,1280,974,3.0,0,0,3,7,1280,0,2003,0,98125,47.7162,-122.293,1420,1422,11.660502592460425
8599,4077800590,2015-02-26,635000.0,4,2.5,2080,11176,1.0,0,0,5,8,2080,0,1954,0,98125,47.7107,-122.289,1390,7928,11.189598209074973
8600,2461900845,2014-09-03,310000.0,1,1.0,570,6000,1.0,0,0,2,5,570,0,1918,0,98136,47.5517,-122.385,1530,6000,7.900277993913769
8601,5366200330,2015-01-14,470000.0,4,2.0,1500,3659,1.0,0,0,3,7,830,670,1906,0,98122,47.6088,-122.293,1560,3706,3.89431507756408
8609,8024202350,2014-07-21,435000.0,2,1.0,1650,5106,1.0,0,0,3,7,1090,560,1960,0,98115,47.6992,-122.309,1300,6947,9.498140067069697
8610,6392002020,2015-03-24,559000.0,3,1.75,1700,6500,1.0,0,0,3,8,1700,0,1967,0,98115,47.6837,-122.284,1880,6000,8.652717722790088
8612,3904100065,2014-10-28,340000.0,2,1.0,1280,9690,1.0,0,0,4,6,640,640,1919,0,98118,47.5341,-122.279,1630,15884,10.411322047753142
8614,8024200820,2015-02-13,575700.0,3,1.75,1730,6130,1.0,0,0,3,7,1480,250,1941,0,98115,47.6978,-122.316,1730,6131,9.2172898663276
8618,4077800088,2014-08-11,699950.0,4,2.0,2070,7830,1.0,0,1,5,7,1180,890,1941,0,98125,47.7058,-122.278,2390,7830,11.02526742393968
8620,7979900215,2014-06-11,381000.0,3,1.5,1460,11407,1.0,0,0,3,7,1460,0,1954,0,98155,47.746,-122.294,1470,11407,14.814779856410876
8621,5101404444,2015-04-14,564000.0,5,2.25,2140,8700,1.0,0,2,3,8,1220,920,1962,0,98115,47.6969,-122.31,1720,6670,9.231677292108904
8622,892000025,2014-07-10,114975.0,2,1.0,740,6250,1.0,0,0,3,6,740,0,1942,0,98146,47.506,-122.335,980,6957,12.35958924609522
8623,6303400395,2015-01-30,325000.0,1,0.75,410,8636,1.0,0,0,2,4,410,0,1953,0,98146,47.5077,-122.357,1190,8636,12.19616750340685
8627,1024049006,2015-01-14,665000.0,3,1.75,2700,5040,1.0,0,2,3,8,1560,1140,1947,0,98144,47.5834,-122.29,3010,5000,5.482412584704183
8629,2926049086,2014-10-28,575000.0,7,1.5,2670,11250,1.5,0,0,4,8,2320,350,1948,0,98133,47.7121,-122.332,2030,9000,10.6092553379675
8632,1994200375,2014-12-03,601150.0,2,2.0,1660,5200,1.0,0,0,5,7,1120,540,1906,0,98103,47.6871,-122.334,1260,5160,7.826786879155575
8633,7100000035,2014-12-12,315000.0,2,1.0,860,8308,1.0,0,0,3,7,860,0,1948,0,98146,47.508,-122.378,1200,8308,12.393960790316106
8634,6329000705,2015-04-02,545000.0,2,1.5,2340,13380,1.0,0,0,4,7,1280,1060,1954,0,98146,47.5017,-122.377,1490,8100,13.065252139330635
8639,259000100,2014-10-07,430000.0,3,1.75,1610,7900,1.0,0,0,4,8,1310,300,1960,0,98177,47.7588,-122.36,2210,7700,15.815282408013438
8642,9144100298,2015-03-02,380000.0,3,1.0,1260,7980,1.0,0,0,3,7,1260,0,1951,0,98177,47.7013,-122.373,1760,7606,9.630064681316396
8646,6133100120,2014-09-23,995000.0,3,2.5,2460,10300,1.0,0,0,3,10,2460,0,1992,0,98117,47.6999,-122.391,2410,5250,9.880154310381808
8649,2768301490,2014-06-26,402000.0,2,1.0,620,2475,1.0,0,0,5,6,620,0,1911,0,98107,47.6655,-122.371,1290,2475,5.772539888561003
8653,7657600025,2015-02-19,289900.0,3,1.0,1180,7068,1.0,0,0,3,6,1180,0,1944,0,98178,47.4947,-122.238,1180,7068,15.736410691518676
8654,8118600025,2015-03-31,552500.0,4,1.0,1560,7980,1.0,0,0,4,7,1170,390,1939,0,98146,47.5093,-122.387,1570,7980,12.412828282302108
8656,2902200838,2014-10-27,440000.0,2,2.75,1100,1088,2.0,0,0,3,7,750,350,2006,0,98102,47.6405,-122.324,2090,4125,2.993754447208292
8658,3298700941,2014-09-05,260000.0,3,1.0,1200,4592,1.0,0,0,3,6,800,400,1950,0,98106,47.519,-122.352,940,4440,10.916179798468812
8663,6918730230,2015-04-01,485000.0,4,2.25,1810,7068,2.0,0,0,5,7,1810,0,1976,0,98034,47.7319,-122.204,1460,7274,16.502231657696367
8665,9521100880,2014-09-16,588000.0,3,1.5,1780,4200,1.5,0,0,4,8,1780,0,1916,0,98103,47.662,-122.349,1380,3333,5.020237579624936
8666,425049146,2014-07-15,975000.0,3,2.5,3050,7410,1.5,0,0,5,8,1950,1100,1950,0,98115,47.6772,-122.296,1890,5814,7.580740415716857
8671,4022900571,2015-01-12,385000.0,5,2.0,2540,11750,1.0,0,0,3,7,1480,1060,1962,0,98155,47.7754,-122.291,2000,12000,18.04589956570139
8674,8122600195,2014-05-20,396675.0,2,1.0,1730,6375,2.0,0,0,4,6,1730,0,1945,0,98126,47.5357,-122.368,1180,6250,9.225424649594796
8677,9000025,2014-12-03,496000.0,2,1.0,1420,4635,2.0,0,0,4,7,1420,0,1941,1973,98115,47.68,-122.304,1810,4635,7.604325875553775
8678,8835200330,2014-12-08,399950.0,3,2.5,1470,4488,2.0,0,0,5,7,1470,0,1980,0,98034,47.723,-122.162,1400,4441,17.98968075959542
8680,2719100115,2014-11-04,690000.0,3,2.0,2360,6149,2.0,0,3,3,8,1560,800,1926,1989,98136,47.5433,-122.384,2000,6149,8.740258132226826
8681,5589300361,2014-09-02,270000.0,3,1.5,1610,8375,2.0,0,0,3,7,1610,0,1927,0,98155,47.7527,-122.306,1610,9107,15.347714160415793
8687,6822100750,2015-05-08,700000.0,3,1.75,1500,6000,1.0,0,0,5,7,850,650,1940,0,98199,47.6474,-122.402,1700,6000,5.534928638872612
8688,6769200040,2014-12-18,520000.0,3,1.75,2080,6609,1.0,0,0,3,7,1280,800,1950,0,98115,47.6883,-122.3,1680,6270,8.571402640965237
8693,6821100090,2015-04-09,557800.0,4,1.75,1550,6000,1.0,0,0,5,7,1550,0,1944,0,98199,47.6567,-122.399,1550,6000,6.063993390224736
8696,4006000580,2015-03-13,225000.0,3,1.5,1240,5506,1.0,0,0,4,7,1240,0,1971,0,98118,47.5294,-122.285,1670,5589,10.684230014211607
8698,3797000745,2015-02-09,500000.0,3,1.0,1370,3500,1.5,0,0,3,7,1370,0,1905,1985,98103,47.6857,-122.348,1590,4500,7.64607117846458
8699,7550801207,2015-04-28,536500.0,2,2.0,1360,1860,1.0,0,0,4,7,680,680,1925,0,98107,47.6727,-122.396,1440,5000,7.336205807465468
8708,7550800915,2015-02-19,417200.0,2,1.0,1000,4000,1.0,0,0,3,6,1000,0,1910,0,98107,47.6742,-122.396,1490,5000,7.4775146259205565
8710,1175000110,2014-12-02,506000.0,2,1.0,1060,3588,1.0,0,0,4,7,960,100,1926,0,98107,47.6721,-122.395,1570,3741,7.23979006040783
8713,6021503885,2014-07-08,427550.0,2,1.0,880,4000,1.0,0,0,3,7,880,0,1940,0,98117,47.6848,-122.386,1150,4000,8.1830366963474
8714,7979900552,2015-05-01,361000.0,3,1.0,1040,6720,1.5,0,0,3,7,1040,0,1951,0,98155,47.7444,-122.294,1880,11407,14.642606762812816
8715,5101405340,2014-08-21,460000.0,2,2.5,1830,8107,1.0,0,0,5,7,930,900,1946,0,98125,47.701,-122.305,1260,6960,9.77503579943321
8716,5016003146,2014-07-10,958000.0,4,3.5,1800,6400,2.0,0,2,3,8,1800,0,1984,2011,98112,47.625,-122.3,1700,4736,3.379777585415477
8717,2734100065,2014-06-12,445000.0,5,1.75,2460,6846,1.5,0,0,5,7,1340,1120,1911,0,98108,47.5445,-122.321,1410,4800,8.236926029243167
8721,924000040,2014-08-14,324000.0,2,1.0,820,8370,1.0,0,0,4,7,820,0,1941,0,98177,47.7256,-122.361,1410,8370,12.1461801700784
8722,3333500096,2015-03-05,625000.0,4,3.0,2350,5627,1.0,0,0,5,8,1490,860,1960,0,98118,47.5514,-122.268,2020,5627,9.234998805899671
8724,3876000970,2014-08-06,429300.0,6,2.25,2930,15949,1.0,0,0,4,8,1730,1200,1965,0,98034,47.7188,-122.185,1730,8550,16.401294172814136
8725,7883603425,2014-05-29,155000.0,3,1.0,1250,6250,1.0,0,0,2,7,1030,220,1949,0,98108,47.5292,-122.323,1130,6250,9.88381790601206
8726,923000580,2015-02-23,614000.0,4,2.75,2760,8160,1.5,0,2,4,8,1780,980,1940,0,98177,47.7248,-122.365,2720,8160,12.093950828584614
8727,6635000110,2015-03-31,650000.0,3,2.5,2380,3332,2.0,0,0,3,9,2380,0,2014,0,98034,47.7194,-122.199,2590,4382,15.70760839741228
8729,6383000690,2015-03-25,587100.0,3,2.25,1670,6414,1.0,0,0,4,8,1670,0,1961,0,98117,47.6921,-122.386,2130,7035,8.936334009154974
8731,5249804760,2015-05-05,479500.0,2,1.0,930,5760,1.0,0,0,3,6,730,200,1917,0,98118,47.5598,-122.266,1970,5760,8.616631994318986
8732,3364900156,2015-03-17,382888.0,1,1.0,620,2380,1.0,0,0,3,6,620,0,1900,0,98115,47.6746,-122.326,980,3570,6.537285212800468
8733,117000001,2014-05-27,540000.0,4,4.25,1960,3565,2.0,0,0,3,7,1960,0,1940,2003,98116,47.5849,-122.384,1920,5750,4.686333354499163
8735,9178600360,2014-06-04,760500.0,3,2.0,1990,3990,1.0,0,0,5,7,1130,860,1912,0,98103,47.6572,-122.333,1710,4000,4.538385374658676
8743,6126601445,2014-05-30,490000.0,3,1.75,1920,5405,1.0,0,2,4,7,960,960,1947,0,98126,47.5583,-122.38,1190,5405,7.0781574856417935
8744,9274200620,2014-10-28,490000.0,2,1.75,1670,4200,2.0,0,0,3,7,1670,0,1912,0,98116,47.5862,-122.387,1340,2875,4.729349981372734
8747,7301300150,2014-06-25,233000.0,3,1.0,1250,6180,1.5,0,0,3,7,1250,0,1955,0,98155,47.7474,-122.327,1490,6180,14.551951122535163
8748,3368900084,2014-06-23,275000.0,3,1.0,1080,6000,1.0,0,0,4,7,1080,0,1952,0,98133,47.7579,-122.33,1200,7210,15.699527184053943
8751,2767604712,2014-09-19,437500.0,3,2.5,1260,1125,3.0,0,0,3,8,1260,0,2002,0,98107,47.6706,-122.381,1360,1250,6.588395643069024
8752,3336001515,2015-05-11,426250.0,4,1.0,1610,6000,1.5,0,0,4,7,1510,100,1905,0,98118,47.5261,-122.266,1430,6000,11.661110525396737
8757,1773100755,2014-08-21,520000.0,11,3.0,3000,4960,2.0,0,0,3,7,2400,600,1918,1999,98106,47.556,-122.363,1420,4960,6.939111537830316
8759,7771300085,2015-03-09,411500.0,3,1.0,1130,8159,1.0,0,0,4,7,1130,0,1954,0,98133,47.7362,-122.333,1570,8162,13.27732884945076
8760,9194101388,2014-09-19,540000.0,3,1.75,2280,16671,1.5,0,0,4,6,1760,520,1909,0,98034,47.7096,-122.219,1850,9351,13.890641260787572
8762,2767704302,2015-04-10,422250.0,2,1.5,1280,1256,2.0,0,0,3,8,1200,80,1998,0,98107,47.6741,-122.375,1390,1256,6.773009135853224
8763,8562970040,2014-05-16,655000.0,5,3.25,3690,12353,2.0,0,0,5,9,3690,0,1977,0,98155,47.7672,-122.292,2290,9082,17.140210827805742
8766,9828702513,2014-05-06,460000.0,2,2.25,1230,929,2.0,0,0,3,8,1020,210,2004,0,98122,47.6191,-122.301,1270,1370,3.194475602810224
8767,7812800515,2014-10-25,159075.0,4,1.5,1580,6200,1.0,0,0,3,6,790,790,1944,0,98178,47.4971,-122.24,1320,6499,15.430179534259787
8768,3363900155,2014-12-09,470000.0,2,1.0,1220,4000,1.5,0,0,4,6,1220,0,1908,0,98103,47.6801,-122.354,1580,4000,7.059866736170893
8769,9448300061,2014-07-08,235000.0,2,1.0,1020,7920,1.0,0,0,3,6,1020,0,1939,0,98108,47.5558,-122.31,1530,6900,7.254698526660267
8775,2771603940,2015-01-09,640000.0,2,1.0,1360,5000,1.0,0,0,3,7,1200,160,1936,0,98199,47.6372,-122.392,1540,4000,4.272027304859313
8778,7520000616,2015-03-09,325000.0,4,2.5,2090,7434,1.0,0,0,3,7,1090,1000,1993,0,98146,47.4962,-122.349,1260,8404,13.439136147948568
8780,714000195,2014-11-13,510000.0,2,1.0,1390,5544,1.0,0,0,3,7,930,460,1947,0,98105,47.6696,-122.267,1710,6200,8.188725776071236
8785,5100403405,2015-01-07,790000.0,3,1.0,1290,6380,1.5,0,0,3,7,1290,0,1930,0,98115,47.6951,-122.319,1630,6380,8.87574842229055
8786,3298700302,2014-12-12,287000.0,2,1.5,720,4346,1.0,0,0,4,6,720,0,1942,0,98106,47.5225,-122.351,790,4346,10.523409299336285
8787,3333001430,2014-09-12,509000.0,3,3.0,2130,5000,1.5,0,0,3,7,1570,560,1913,0,98118,47.5451,-122.284,1638,4500,9.156811551305946
8789,3256400051,2014-07-08,210000.0,3,2.0,960,9380,1.0,0,0,3,6,960,0,1949,0,98146,47.4852,-122.343,1460,9240,14.656006013125047
8790,7283900551,2014-11-24,415000.0,3,1.0,1570,11752,1.5,0,0,5,8,1570,0,1930,0,98133,47.7686,-122.348,2010,8291,16.86008540090772
8793,3852900026,2014-08-01,499950.0,3,1.0,1870,4984,1.0,0,0,3,7,1120,750,1955,0,98116,47.5771,-122.391,1650,5750,5.689522819650195
8794,1189000025,2014-09-05,659000.0,3,1.5,1540,5040,2.0,0,0,3,8,1540,0,1907,0,98122,47.6138,-122.299,1590,3600,3.3550075102370305
8800,2117700065,2014-10-09,306950.0,1,1.0,730,5005,1.0,0,0,4,5,730,0,1945,0,98117,47.6992,-122.364,1630,5667,9.267779796185206
8801,5742600115,2015-04-07,630000.0,4,2.0,2480,3680,1.5,0,0,4,7,1470,1010,1916,0,98116,47.5686,-122.392,1500,5750,6.495645490017227
8803,34001765,2015-03-25,699950.0,3,3.25,2230,5460,1.0,0,1,4,8,1430,800,1977,0,98136,47.53,-122.388,2070,5600,10.234027067226927
8804,1186000065,2015-04-16,1000000.0,3,3.0,2880,3750,2.0,0,0,3,9,2220,660,1909,1991,98122,47.6155,-122.29,1910,4000,4.014071118488759
8806,7985400133,2015-01-14,215000.0,2,1.5,1120,1312,2.0,0,0,3,7,1000,120,2004,0,98106,47.534,-122.364,1560,1314,9.356794880271512
8810,2306400040,2015-04-16,604000.0,3,2.0,1560,2589,1.0,0,0,3,7,790,770,1923,2001,98103,47.6587,-122.344,1450,3893,4.636537947749901
8811,5035300834,2014-05-30,750000.0,3,1.75,1700,8400,1.0,0,0,3,8,1460,240,1947,0,98199,47.6534,-122.415,2010,7000,6.713833275781663
8813,9191201250,2015-01-07,580000.0,5,2.0,2600,3750,1.5,0,0,4,6,1400,1200,1914,0,98105,47.6691,-122.299,1700,3750,6.683870727014751
8814,7950300775,2014-12-04,350000.0,1,1.0,790,4590,1.0,0,0,3,6,790,0,1911,0,98118,47.5677,-122.285,1070,4590,7.021773170349685
8818,3723800409,2014-05-07,568000.0,3,2.0,2350,5080,1.5,0,0,3,8,1780,570,1929,0,98118,47.5516,-122.263,1700,5080,9.452467255654163
8822,1782500035,2014-07-03,357000.0,2,1.0,870,4600,1.0,0,0,4,7,870,0,1942,0,98126,47.5274,-122.379,930,4600,10.31319054214171
8823,7104100065,2014-09-26,425000.0,2,2.0,1280,4095,2.0,0,0,4,8,1280,0,1918,0,98136,47.5501,-122.393,1470,5500,8.314138755292731
8832,2558600100,2014-08-27,500000.0,4,2.0,2100,12620,1.0,0,0,4,7,2100,0,1972,0,98034,47.7239,-122.173,1720,7840,17.44375318686242
8835,3992700775,2015-01-21,410000.0,4,2.0,1490,13736,1.0,0,0,4,6,1490,0,1942,0,98125,47.712,-122.281,2040,7200,11.55375645243261
8836,6384500035,2014-07-01,370000.0,2,1.0,860,6050,1.0,0,0,3,7,860,0,1952,0,98116,47.5697,-122.4,1130,6050,6.753847491145111
8840,123039570,2014-07-08,485000.0,4,2.25,1900,7200,1.0,0,0,3,8,1370,530,1977,0,98146,47.5033,-122.372,2030,8008,12.822834037651022
8843,8730000210,2014-08-07,355000.0,2,2.5,1370,1140,2.0,0,0,3,8,1080,290,2009,0,98133,47.7055,-122.342,1340,1050,9.840966465674509
8846,3205400230,2014-07-16,347000.0,3,1.0,1010,7200,1.0,0,0,3,7,1010,0,1968,0,98034,47.7225,-122.179,1120,7200,17.010060974615534
8847,9307300100,2014-05-19,485000.0,3,1.0,1500,4100,1.5,0,0,3,7,1370,130,1926,0,98107,47.6689,-122.367,1500,4100,6.033041471720193
8848,2770600930,2014-10-22,601000.0,3,2.5,1740,1251,2.0,0,0,3,9,1180,560,2012,0,98199,47.644,-122.385,1740,1625,4.321933853109766
8857,6163900032,2015-01-09,264950.0,2,1.0,770,7434,1.0,0,0,3,6,770,0,1947,0,98155,47.7606,-122.32,1060,7453,16.06381662147098
8861,4310701565,2014-09-16,425000.0,3,3.25,1410,1350,3.0,0,0,3,8,1410,0,2005,0,98103,47.698,-122.34,1410,1253,9.010184164912763
8867,7452500365,2014-06-25,310000.0,2,1.0,870,5400,1.0,0,0,3,6,870,0,1950,2007,98126,47.52,-122.374,990,5200,11.02631878781014
8870,1109000175,2015-05-08,370000.0,4,2.0,1950,3757,1.0,0,0,4,6,1160,790,1908,0,98118,47.5372,-122.269,1720,3757,10.487117514969098
8873,2660500365,2015-01-06,392000.0,3,1.0,1230,9600,1.0,0,0,3,7,1230,0,1952,0,98118,47.5553,-122.288,1510,6600,8.025301979108136
8874,2516000475,2014-09-29,455000.0,2,1.0,1030,5000,1.0,0,0,5,6,1030,0,1917,0,98107,47.6585,-122.363,1550,5000,4.839804481374553
8876,7689600650,2014-09-17,323500.0,3,3.0,2240,11536,2.0,0,0,3,7,2240,0,1943,2005,98178,47.4886,-122.245,1650,8760,16.078182993800656
8877,9285800801,2014-09-26,364500.0,3,1.0,1600,4489,1.0,0,2,3,6,800,800,1944,0,98126,47.5686,-122.378,1640,6013,5.971595278222389
8880,9530100555,2014-06-13,585000.0,3,1.0,1870,2807,1.5,0,0,4,7,1580,290,1927,0,98107,47.6674,-122.358,1640,4500,5.708024847446782
8884,8122100835,2014-08-12,183000.0,2,1.0,670,5140,1.0,0,0,3,6,670,0,1926,0,98126,47.5387,-122.371,850,5140,8.947931125541933
8887,4217400540,2014-09-29,815241.0,5,2.25,2060,4800,2.5,0,0,3,8,2060,0,1907,0,98105,47.66,-122.282,1740,4800,6.640299193244947
